Age,CustomerSince,HighestSpend,MonthlyAverageSpend,Mortgage,Level,HiddenScore,Security,FixedDepositAccount,InternetBanking,CreditCard,MortgageFlag,RelationshipProductCount,DigitalEngagementFlag,SpendPerCustomerYear,MortgageToHighestSpendRatio,ValueSegmentScore,LoanOnCard
32,6,50,2.1,0,3,4,1,1,1,1,0,3,1,0.3,0.0,5,0
56,32,103,4.0,0,3,3,0,0,0,0,0,0,0,0.12121212121212122,0.0,4,1
61,35,63,2.2,0,3,3,0,0,0,0,0,0,0,0.061111111111111116,0.0,4,0
51,26,20,0.0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,1,0
59,35,25,0.3,75,1,2,0,0,1,0,1,0,1,0.008333333333333333,2.8846153846153846,1,0
62,38,50,1.1,0,1,2,0,0,0,1,0,1,0,0.02820512820512821,0.0,1,0
55,29,131,0.7,0,2,2,0,0,0,1,0,1,0,0.02333333333333333,0.0,2,1
29,5,138,4.33,0,1,2,0,0,1,0,0,0,1,0.7216666666666667,0.0,2,0
65,39,18,0.4,0,1,2,1,1,1,1,0,3,1,0.01,0.0,2,0
30,6,32,1.0,0,2,2,0,0,0,0,0,0,0,0.14285714285714285,0.0,2,0
37,13,71,2.7,94,1,2,0,0,1,0,1,0,1,0.19285714285714287,1.3055555555555556,2,0
58,34,30,0.4,0,2,3,0,0,0,0,0,0,0,0.011428571428571429,0.0,2,0
61,31,19,1.5,0,3,1,0,0,1,0,0,0,1,0.046875,0.0,4,0
58,32,73,2.3,224,3,2,0,0,1,1,1,1,1,0.06969696969696969,3.027027027027027,4,0
59,34,64,1.7,0,1,4,0,0,0,0,0,0,0,0.04857142857142857,0.0,2,0
34,10,21,0.7,0,2,4,0,0,1,0,0,0,1,0.06363636363636363,0.0,2,0
33,9,18,0.4,0,2,4,0,0,1,0,0,0,1,0.04,0.0,2,0
65,39,25,0.4,113,1,2,0,0,1,0,1,0,1,0.01,4.346153846153846,1,0
60,35,35,0.2,169,1,3,0,0,1,0,1,0,1,0.005555555555555556,4.694444444444445,1,0
33,6,78,2.0,0,2,4,1,0,1,0,0,1,1,0.2857142857142857,0.0,3,0
47,21,38,0.6,0,2,3,1,0,0,0,0,1,0,0.02727272727272727,0.0,2,0
28,3,134,3.1,0,1,2,0,0,1,0,0,0,1,0.775,0.0,2,0
54,30,75,3.2,0,3,2,0,0,0,1,0,1,0,0.1032258064516129,0.0,4,0
28,4,191,6.33,0,1,1,0,0,1,0,0,0,1,1.266,0.0,2,0
39,13,139,3.4,483,1,3,0,0,1,0,1,0,1,0.24285714285714285,3.45,2,1
54,24,83,3.0,0,3,1,0,0,0,0,0,0,0,0.12,0.0,4,0
51,25,40,1.8,0,1,4,1,0,0,1,0,2,0,0.06923076923076923,0.0,2,0
52,26,191,1.7,0,1,1,0,0,1,0,0,0,1,0.06296296296296296,0.0,2,0
50,25,42,1.7,0,2,3,0,0,1,0,0,0,1,0.06538461538461539,0.0,3,0
62,32,33,1.5,140,3,1,0,0,1,1,1,1,1,0.045454545454545456,4.117647058823529,4,0
63,37,20,0.4,76,1,2,0,0,0,0,1,0,0,0.010526315789473684,3.619047619047619,1,0
28,2,43,1.3,0,3,4,0,0,1,1,0,1,1,0.43333333333333335,0.0,3,0
34,10,22,0.9,0,3,3,0,0,1,0,0,0,1,0.08181818181818182,0.0,3,0
44,18,21,0.2,0,1,1,0,0,1,0,0,0,1,0.010526315789473684,0.0,1,0
63,39,52,1.1,0,1,2,0,0,1,1,0,1,1,0.027500000000000004,0.0,1,0
52,26,95,0.3,0,1,1,0,0,1,0,0,0,1,0.011111111111111112,0.0,1,0
31,6,19,1.1,104,3,4,0,1,1,1,1,2,1,0.15714285714285717,5.2,4,0
49,23,194,8.3,0,2,4,0,0,0,1,0,1,0,0.3458333333333334,0.0,3,1
39,13,94,1.5,0,3,1,0,0,0,1,0,1,0,0.10714285714285714,0.0,4,0
58,34,128,7.4,0,1,1,0,0,0,0,0,0,0,0.21142857142857144,0.0,2,0
66,41,18,0.5,0,1,3,0,0,0,1,0,1,0,0.011904761904761904,0.0,1,0
35,11,193,6.5,0,1,2,0,0,0,1,0,1,0,0.5416666666666666,0.0,2,0
50,24,112,0.0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,1,0
42,17,79,3.7,0,3,1,1,0,0,1,0,2,0,0.20555555555555557,0.0,4,0
41,14,32,1.0,0,2,3,0,0,0,1,0,1,0,0.06666666666666667,0.0,2,0
34,10,110,4.0,0,1,1,0,0,1,0,0,0,1,0.36363636363636365,0.0,2,0
40,15,83,1.0,0,3,1,0,0,0,0,0,0,0,0.0625,0.0,3,0
63,37,90,1.9,106,2,4,1,0,1,0,1,1,1,0.049999999999999996,1.164835164835165,3,0
34,8,164,7.4,0,3,4,0,0,1,0,0,0,1,0.8222222222222223,0.0,4,1
60,34,15,0.8,0,2,1,0,0,1,0,0,0,1,0.022857142857142857,0.0,2,0
37,11,59,0.2,0,3,4,0,0,0,0,0,0,0,0.016666666666666666,0.0,3,0
52,27,43,1.3,0,2,1,1,0,1,0,0,1,1,0.04642857142857143,0.0,2,0
54,29,54,2.1,97,3,2,0,0,0,0,1,0,0,0.07,1.7636363636363637,4,0
24,0,82,1.6,0,3,2,0,0,1,1,0,1,1,1.6,0.0,4,0
47,21,68,2.6,0,3,4,0,0,0,0,0,0,0,0.11818181818181818,0.0,4,0
38,14,29,0.4,0,2,4,0,0,1,0,0,0,1,0.02666666666666667,0.0,2,0
45,19,30,0.5,0,2,3,0,0,1,1,0,1,1,0.025,0.0,2,0
43,18,22,0.0,0,3,2,0,0,0,0,0,0,0,0.0,0.0,3,0
40,16,155,0.1,0,3,4,0,1,1,1,0,2,1,0.0058823529411764705,0.0,4,1
58,32,9,0.3,0,3,3,0,0,0,1,0,1,0,0.00909090909090909,0.0,3,0
48,23,43,1.7,159,2,3,0,0,1,0,1,0,1,0.07083333333333333,3.6136363636363638,3,0
33,3,71,1.8,236,3,4,0,0,0,0,1,0,0,0.45,3.2777777777777777,4,0
66,36,55,1.67,0,3,4,0,0,0,1,0,1,0,0.04513513513513513,0.0,4,0
60,36,79,1.8,0,3,1,0,0,0,1,0,1,0,0.04864864864864865,0.0,4,0
59,35,78,2.8,0,1,2,0,0,1,0,0,0,1,0.07777777777777778,0.0,2,0
50,20,19,0.4,0,3,4,0,0,0,0,0,0,0,0.01904761904761905,0.0,3,0
51,25,93,0.3,0,1,1,0,0,1,0,0,0,1,0.011538461538461537,0.0,1,0
48,22,150,7.3,193,1,1,0,0,0,0,1,0,0,0.3173913043478261,1.2781456953642385,2,0
34,8,65,3.0,227,1,1,0,0,1,0,1,0,1,0.3333333333333333,3.4393939393939394,2,1
45,21,58,0.3,0,3,3,1,0,1,0,0,1,1,0.013636363636363636,0.0,3,0
55,29,53,1.4,0,1,1,0,0,0,0,0,0,0,0.04666666666666666,0.0,1,0
58,33,70,0.7,0,1,4,1,0,0,0,0,1,0,0.020588235294117647,0.0,1,0
65,39,44,0.5,0,3,1,0,0,1,1,0,1,1,0.0125,0.0,3,0
34,8,85,2.5,136,1,1,0,0,0,1,1,1,0,0.2777777777777778,1.5813953488372092,2,0
43,18,104,1.0,0,1,3,0,0,1,0,0,0,1,0.05263157894736842,0.0,1,0
54,29,62,0.7,0,1,4,0,0,0,1,0,1,0,0.02333333333333333,0.0,1,0
54,28,31,0.4,0,3,2,0,0,0,0,0,0,0,0.013793103448275864,0.0,3,0
50,23,18,0.5,0,2,1,0,0,1,1,0,1,1,0.020833333333333332,0.0,2,0
59,35,111,4.3,0,1,1,0,0,1,0,0,0,1,0.11944444444444444,0.0,2,0
49,22,103,2.0,167,2,3,0,0,0,0,1,0,0,0.08695652173913043,1.6057692307692308,3,0
56,26,81,4.5,0,3,2,0,0,0,1,0,1,0,0.16666666666666666,0.0,4,0
40,14,69,1.5,0,3,1,0,0,0,0,0,0,0,0.1,0.0,4,0
42,17,111,3.0,0,1,3,1,1,0,1,0,3,0,0.16666666666666666,0.0,3,1
50,26,39,1.9,0,2,3,0,0,1,0,0,0,1,0.07037037037037036,0.0,3,0
36,12,93,2.2,0,1,2,0,0,1,1,0,1,1,0.16923076923076924,0.0,2,0
59,33,102,1.4,0,1,2,0,0,1,0,0,0,1,0.041176470588235294,0.0,1,0
48,24,61,1.7,229,1,2,0,0,0,1,1,1,0,0.068,3.693548387096774,2,0
31,7,44,1.2,0,1,1,0,0,1,1,0,1,1,0.15,0.0,1,0
36,12,65,2.6,0,2,3,0,0,1,0,0,0,1,0.2,0.0,3,0
45,20,154,2.8,0,1,2,1,0,1,0,0,1,1,0.13333333333333333,0.0,2,0
39,14,74,3.0,0,1,3,0,0,0,0,0,0,0,0.2,0.0,2,0
65,41,91,0.0,146,3,2,0,0,0,0,1,0,0,0.0,1.5869565217391304,3,0
49,23,84,2.1,134,1,3,1,0,1,0,1,1,1,0.08750000000000001,1.576470588235294,2,0
47,23,32,1.0,0,1,1,0,0,0,1,0,1,0,0.041666666666666664,0.0,1,0
41,17,81,0.8,223,2,1,0,0,1,0,1,0,1,0.044444444444444446,2.7195121951219514,2,0
33,9,41,1.5,0,2,1,0,1,1,1,0,2,1,0.15,0.0,4,0
55,29,140,2.7,0,1,2,0,0,1,0,0,0,1,0.09000000000000001,0.0,2,0
58,34,35,1.2,0,3,1,0,0,1,0,0,0,1,0.03428571428571429,0.0,3,0
55,30,64,1.9,0,2,2,0,0,0,0,0,0,0,0.06129032258064516,0.0,3,0
40,15,54,0.8,0,3,3,0,0,1,0,0,0,1,0.05,0.0,3,0
48,23,161,7.9,310,3,4,0,0,0,0,1,0,0,0.32916666666666666,1.9135802469135803,4,1
24,0,39,1.7,0,2,2,0,0,0,0,0,0,0,1.7,0.0,3,0
39,15,79,1.8,219,2,2,0,0,0,0,1,0,0,0.1125,2.7375,3,0
33,7,104,3.6,0,3,2,0,0,0,1,0,1,0,0.45,0.0,4,1
54,28,108,1.9,0,2,4,0,0,1,0,0,0,1,0.06551724137931034,0.0,3,1
53,27,75,1.9,0,2,1,0,0,1,0,0,0,1,0.06785714285714285,0.0,3,0
54,28,81,0.8,0,1,3,0,0,0,0,0,0,0,0.027586206896551727,0.0,1,0
28,3,52,2.2,230,1,4,0,0,1,0,1,0,1,0.55,4.339622641509434,2,0
64,39,23,0.5,0,1,3,1,0,0,0,0,1,0,0.0125,0.0,1,0
40,14,74,1.4,0,2,4,0,0,1,0,0,0,1,0.09333333333333332,0.0,2,0
65,41,105,3.0,282,2,1,1,1,1,0,1,2,1,0.07142857142857142,2.660377358490566,4,1
51,27,22,0.5,0,2,4,0,0,1,1,0,1,1,0.017857142857142856,0.0,2,0
58,33,61,2.3,193,3,2,0,0,1,0,1,0,1,0.06764705882352941,3.1129032258064515,4,0
36,9,40,1.67,129,2,2,1,0,1,0,1,1,1,0.16699999999999998,3.1463414634146343,3,0
59,35,21,1.0,120,1,2,0,0,1,0,1,0,1,0.027777777777777776,5.454545454545454,1,0
52,28,23,0.4,0,1,3,0,0,1,0,0,0,1,0.013793103448275864,0.0,1,0
31,4,20,1.5,0,2,4,0,0,1,0,0,0,1,0.3,0.0,3,0
47,22,61,2.7,168,2,3,0,0,1,1,1,1,1,0.11739130434782609,2.7096774193548385,3,0
35,8,38,1.0,0,2,4,0,0,1,0,0,0,1,0.1111111111111111,0.0,2,0
24,0,38,0.6,0,2,4,0,0,1,0,0,0,1,0.6,0.0,2,0
61,36,53,0.5,0,2,3,0,0,1,0,0,0,1,0.013513513513513514,0.0,2,0
58,34,84,2.8,0,1,2,0,0,1,1,0,1,1,0.08,0.0,2,0
37,13,49,2.0,192,3,4,0,0,0,0,1,0,0,0.14285714285714285,3.84,4,0
28,3,52,1.7,0,2,4,0,0,0,0,0,0,0,0.425,0.0,3,0
51,25,33,1.4,0,3,1,0,0,1,1,0,1,1,0.05384615384615384,0.0,3,0
40,15,21,0.0,0,3,2,0,0,1,0,0,0,1,0.0,0.0,3,0
24,0,75,0.2,0,1,4,0,0,1,0,0,0,1,0.2,0.0,1,0
51,26,90,2.8,0,2,1,0,0,1,1,0,1,1,0.1037037037037037,0.0,3,0
35,9,179,0.0,76,1,2,1,0,1,0,1,1,1,0.0,0.4222222222222222,1,0
27,3,32,1.0,0,2,3,0,0,0,0,0,0,0,0.25,0.0,2,0
44,20,138,3.3,0,1,2,0,0,0,1,0,1,0,0.15714285714285714,0.0,2,0
33,8,140,4.6,0,1,1,0,0,1,0,0,0,1,0.5111111111111111,0.0,2,0
61,34,41,2.5,0,2,4,0,0,1,0,0,0,1,0.07142857142857142,0.0,3,0
49,25,195,3.0,617,1,4,0,0,0,0,1,0,0,0.11538461538461539,3.1479591836734695,2,1
52,28,64,1.0,211,3,2,0,0,1,0,1,0,1,0.034482758620689655,3.246153846153846,3,0
59,34,74,0.7,0,1,4,0,0,1,1,0,1,1,0.02,0.0,1,0
57,31,55,2.5,219,1,3,0,1,1,1,1,2,1,0.078125,3.9107142857142856,3,0
59,34,94,0.5,0,1,3,0,0,0,1,0,1,0,0.014285714285714285,0.0,1,0
56,30,140,0.5,292,1,4,0,0,0,0,1,0,0,0.016129032258064516,2.0709219858156027,1,1
61,36,55,0.9,0,3,3,0,0,1,1,0,1,1,0.024324324324324326,0.0,3,0
43,19,81,3.2,0,1,2,0,0,0,0,0,0,0,0.16,0.0,2,0
52,28,179,4.2,0,3,4,0,0,0,0,0,0,0,0.14482758620689656,0.0,4,1
62,37,95,0.5,0,1,3,0,0,0,0,0,0,0,0.013157894736842105,0.0,1,0
50,24,62,0.8,0,3,2,0,0,1,0,0,0,1,0.032,0.0,3,0
60,34,108,2.0,359,1,2,0,0,1,0,1,0,1,0.05714285714285714,3.293577981651376,2,0
43,18,41,0.3,0,3,1,0,0,1,0,0,0,1,0.015789473684210527,0.0,3,0
54,28,94,1.9,0,2,1,0,0,0,0,0,0,0,0.06551724137931034,0.0,3,0
50,24,61,2.6,0,1,4,0,0,1,0,0,0,1,0.10400000000000001,0.0,2,0
63,37,165,5.1,0,3,4,0,0,0,0,0,0,0,0.13421052631578947,0.0,4,1
42,16,65,0.5,256,3,3,0,0,1,0,1,0,1,0.029411764705882353,3.878787878787879,3,0
63,38,8,0.6,0,2,4,0,0,1,0,0,0,1,0.015384615384615384,0.0,2,0
63,37,101,2.8,0,1,2,0,0,0,0,0,0,0,0.07368421052631578,0.0,2,0
63,38,54,2.2,0,1,3,0,0,1,0,0,0,1,0.05641025641025642,0.0,2,0
44,20,20,1.4,0,3,1,0,0,0,0,0,0,0,0.06666666666666667,0.0,3,0
56,31,81,0.0,225,3,2,0,0,0,0,1,0,0,0.0,2.7439024390243905,3,0
24,0,80,1.6,238,3,2,0,0,0,0,1,0,0,1.6,2.9382716049382718,4,0
65,40,59,2.4,0,1,3,0,0,0,0,0,0,0,0.058536585365853655,0.0,2,0
35,10,132,3.8,82,1,1,0,0,0,1,1,1,0,0.34545454545454546,0.6165413533834586,2,0
29,3,91,3.4,0,3,1,0,0,0,0,0,0,0,0.85,0.0,4,1
35,11,90,0.0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,1,0
61,36,50,1.7,189,1,4,0,0,1,0,1,0,1,0.04594594594594594,3.7058823529411766,2,0
33,9,22,0.4,103,2,4,0,0,1,0,1,0,1,0.04,4.478260869565218,2,0
30,6,42,2.1,0,3,1,0,0,1,0,0,0,1,0.3,0.0,4,0
47,21,52,1.2,194,2,1,0,0,0,0,1,0,0,0.05454545454545454,3.660377358490566,2,0
28,4,58,1.5,131,1,3,0,0,0,0,1,0,0,0.3,2.2203389830508473,2,0
48,24,148,3.3,0,1,2,0,1,1,1,0,2,1,0.132,0.0,3,0
52,28,91,1.0,0,2,4,0,0,0,1,0,1,0,0.034482758620689655,0.0,2,0
42,17,72,1.1,203,2,4,0,0,0,1,1,1,0,0.061111111111111116,2.780821917808219,2,0
45,19,71,2.9,218,1,4,0,1,1,1,1,2,1,0.145,3.0277777777777777,3,0
63,38,41,1.5,173,1,2,0,0,1,1,1,1,1,0.038461538461538464,4.119047619047619,2,0
43,19,128,4.7,0,1,1,0,0,1,0,0,0,1,0.23500000000000001,0.0,2,0
37,12,169,5.2,249,3,2,0,0,1,0,1,0,1,0.4,1.464705882352941,4,1
48,24,59,0.0,144,1,1,0,0,1,0,1,0,1,0.0,2.4,1,0
37,11,71,1.8,127,1,2,1,0,0,0,1,1,0,0.15,1.7638888888888888,2,0
58,32,65,2.2,0,3,3,0,0,1,0,0,0,1,0.06666666666666667,0.0,4,0
31,5,78,0.2,0,1,2,0,0,0,1,0,1,0,0.03333333333333333,0.0,1,0
28,3,115,1.9,200,1,1,0,0,1,0,1,0,1,0.475,1.7241379310344827,2,0
38,12,89,1.4,0,2,4,0,0,0,0,0,0,0,0.10769230769230768,0.0,2,0
60,35,29,0.2,79,1,3,0,0,1,1,1,1,1,0.005555555555555556,2.6333333333333333,1,0
40,10,19,0.75,116,3,1,0,0,0,0,1,0,0,0.06818181818181818,5.8,3,0
53,26,22,0.5,0,2,1,0,0,1,1,0,1,1,0.018518518518518517,0.0,2,0
62,37,48,2.2,0,1,3,0,0,0,0,0,0,0,0.05789473684210527,0.0,2,0
41,17,63,3.2,0,1,2,0,0,0,0,0,0,0,0.17777777777777778,0.0,2,0
28,1,40,2.0,0,2,1,1,0,1,0,0,1,1,1.0,0.0,3,0
53,26,14,1.0,83,2,2,0,0,0,0,1,0,0,0.037037037037037035,5.533333333333333,2,0
39,15,55,1.5,0,3,1,0,0,1,0,0,0,1,0.09375,0.0,4,0
28,2,41,1.1,161,2,3,0,0,1,0,1,0,1,0.3666666666666667,3.8333333333333335,2,0
39,15,175,8.0,0,1,2,0,0,1,0,0,0,1,0.5,0.0,2,0
35,9,83,4.5,0,3,2,0,0,1,0,0,0,1,0.45,0.0,4,0
43,19,35,0.7,0,1,1,0,0,0,0,0,0,0,0.034999999999999996,0.0,1,0
65,40,98,1.8,333,2,3,0,0,0,0,1,0,0,0.04390243902439025,3.3636363636363638,3,0
43,16,44,1.0,0,2,3,0,0,1,0,0,0,1,0.058823529411764705,0.0,2,0
37,13,58,0.6,0,3,2,0,0,0,1,0,1,0,0.04285714285714286,0.0,3,0
63,39,53,0.8,0,1,1,0,0,0,0,0,0,0,0.02,0.0,1,0
64,39,75,0.1,0,2,4,0,1,1,1,0,2,1,0.0025,0.0,3,0
52,26,182,1.4,0,2,2,0,0,1,0,0,0,1,0.05185185185185185,0.0,2,1
34,8,60,2.2,0,2,4,0,0,0,1,0,1,0,0.24444444444444446,0.0,3,0
41,15,63,0.7,79,3,1,0,0,0,1,1,1,0,0.04375,1.234375,3,0
59,35,121,2.9,0,1,1,0,0,0,1,0,1,0,0.08055555555555555,0.0,2,0
30,6,101,0.6,0,1,2,0,0,1,0,0,0,1,0.08571428571428572,0.0,1,0
34,10,21,0.5,0,3,1,0,0,1,0,0,0,1,0.045454545454545456,0.0,3,0
32,8,30,0.4,78,2,4,0,0,1,0,1,0,1,0.044444444444444446,2.5161290322580645,2,0
48,21,78,2.0,0,2,3,0,0,1,1,0,1,1,0.09090909090909091,0.0,3,0
43,17,98,1.1,0,1,3,0,0,0,0,0,0,0,0.061111111111111116,0.0,1,0
59,34,24,0.2,86,3,2,0,0,1,0,1,0,1,0.005714285714285714,3.44,3,0
30,4,73,3.3,0,1,3,0,1,1,1,0,2,1,0.6599999999999999,0.0,3,1
30,6,52,0.7,0,2,3,0,0,1,0,0,0,1,0.09999999999999999,0.0,2,0
29,4,134,3.3,204,1,2,0,0,0,0,1,0,0,0.6599999999999999,1.511111111111111,2,0
48,23,114,3.8,0,3,2,1,0,0,0,0,1,0,0.15833333333333333,0.0,4,0
34,9,41,2.5,0,3,1,0,0,0,0,0,0,0,0.25,0.0,4,0
52,26,44,0.8,148,3,2,0,0,0,1,1,1,0,0.02962962962962963,3.2888888888888888,3,0
62,38,80,1.7,0,2,4,0,0,0,0,0,0,0,0.04358974358974359,0.0,3,0
63,38,129,0.9,366,1,1,0,0,1,0,1,0,1,0.023076923076923078,2.8153846153846156,1,0
58,33,39,2.3,0,3,2,0,0,1,0,0,0,1,0.06764705882352941,0.0,4,0
51,27,21,0.4,0,1,3,0,0,1,0,0,0,1,0.014285714285714287,0.0,1,0
26,0,179,2.1,0,2,4,0,0,0,0,0,0,0,2.1,0.0,3,1
66,41,144,2.5,0,1,1,1,1,1,1,0,3,1,0.05952380952380952,0.0,3,0
64,38,63,1.7,184,3,2,1,0,1,0,1,1,1,0.04358974358974359,2.875,4,0
57,33,45,1.5,181,1,3,1,1,1,1,1,3,1,0.04411764705882353,3.9347826086956523,3,0
56,30,24,0.7,0,2,2,0,0,1,0,0,0,1,0.02258064516129032,0.0,2,0
32,8,25,0.9,0,3,3,0,0,1,1,0,1,1,0.1,0.0,3,0
64,40,89,3.8,0,1,1,0,0,0,0,0,0,0,0.09268292682926829,0.0,2,0
54,30,79,1.6,0,2,4,0,0,1,0,0,0,1,0.05161290322580645,0.0,3,0
24,0,41,1.0,0,3,4,0,0,1,0,0,0,1,1.0,0.0,3,0
30,6,95,0.2,0,1,2,1,0,1,0,0,1,1,0.028571428571428574,0.0,1,0
57,32,24,0.2,140,3,2,0,0,1,0,1,0,1,0.006060606060606061,5.6,3,0
39,15,168,8.0,152,1,2,1,0,0,0,1,1,0,0.5,0.8994082840236687,2,0
53,26,25,1.0,0,2,2,0,1,1,1,0,2,1,0.037037037037037035,0.0,3,0
45,18,53,2.5,112,2,3,0,0,0,0,1,0,0,0.13157894736842105,2.074074074074074,3,0
53,23,65,2.0,0,3,4,0,0,1,0,0,0,1,0.08333333333333333,0.0,4,0
45,19,141,2.4,0,1,1,0,0,1,0,0,0,1,0.12,0.0,2,0
36,11,69,2.1,0,3,4,0,0,1,1,0,1,1,0.17500000000000002,0.0,4,0
42,17,28,0.5,90,3,1,0,0,0,0,1,0,0,0.027777777777777776,3.103448275862069,3,0
62,38,39,2.2,0,1,4,1,0,1,0,0,1,1,0.05641025641025642,0.0,2,0
63,38,9,0.6,100,2,4,0,0,1,1,1,1,1,0.015384615384615384,10.0,2,0
36,11,101,1.2,0,3,3,1,0,0,1,0,2,0,0.09999999999999999,0.0,3,0
30,4,81,2.9,259,3,1,0,0,1,1,1,1,1,0.58,3.158536585365854,4,0
62,36,44,0.3,0,1,2,0,0,0,0,0,0,0,0.008108108108108109,0.0,1,0
50,24,195,1.7,0,1,1,0,0,0,0,0,0,0,0.068,0.0,2,0
48,24,24,0.2,0,1,4,0,0,1,0,0,0,1,0.008,0.0,1,0
32,8,70,1.5,0,1,3,0,0,1,0,0,0,1,0.16666666666666666,0.0,2,0
50,26,85,0.0,144,1,1,0,0,0,0,1,0,0,0.0,1.6744186046511629,1,0
36,11,8,0.2,81,3,4,0,0,0,1,1,1,0,0.016666666666666666,9.0,3,0
43,18,88,1.1,0,2,4,0,0,1,0,0,0,1,0.05789473684210527,0.0,2,0
43,17,53,0.7,130,1,2,1,0,1,0,1,1,1,0.03888888888888889,2.4074074074074074,1,0
38,14,49,2.8,0,1,3,0,0,0,0,0,0,0,0.18666666666666665,0.0,2,0
32,8,65,1.2,268,1,1,0,0,1,0,1,0,1,0.13333333333333333,4.0606060606060606,1,0
57,32,19,0.9,0,2,4,0,0,1,0,0,0,1,0.027272727272727275,0.0,2,0
45,19,83,1.7,0,2,2,0,0,1,0,0,0,1,0.08499999999999999,0.0,3,0
26,2,20,1.0,116,1,4,0,0,0,0,1,0,0,0.3333333333333333,5.523809523809524,1,0
42,18,131,3.4,0,1,1,0,0,0,1,0,1,0,0.17894736842105263,0.0,2,0
27,3,148,1.5,397,1,1,0,0,1,1,1,1,1,0.375,2.664429530201342,2,0
46,21,39,0.0,0,2,4,0,0,1,0,0,0,1,0.0,0.0,2,0
27,0,38,1.0,154,3,4,0,0,1,0,1,0,1,1.0,3.948717948717949,3,0
62,36,41,1.0,154,3,2,1,0,1,0,1,1,1,0.02702702702702703,3.6666666666666665,3,0
63,37,191,4.3,205,3,2,0,0,0,0,1,0,0,0.1131578947368421,1.0677083333333333,4,1
54,30,21,0.2,0,1,2,0,0,0,1,0,1,0,0.0064516129032258064,0.0,1,0
40,14,42,0.3,187,1,2,0,0,1,0,1,0,1,0.02,4.348837209302325,1,0
55,29,172,5.2,0,2,1,0,0,0,0,0,0,0,0.17333333333333334,0.0,3,1
39,15,121,3.5,368,1,1,1,0,1,0,1,1,1,0.21875,3.0163934426229506,2,0
45,20,200,8.8,0,1,2,0,0,1,1,0,1,1,0.41904761904761906,0.0,2,0
52,26,19,1.4,96,3,1,0,0,1,0,1,0,1,0.05185185185185185,4.8,3,0
50,25,18,0.0,0,1,2,0,0,0,1,0,1,0,0.0,0.0,1,0
46,21,204,2.8,0,1,2,0,0,1,0,0,0,1,0.12727272727272726,0.0,2,0
54,29,81,0.0,0,3,2,0,0,1,0,0,0,1,0.0,0.0,3,0
42,18,22,1.0,0,1,1,0,0,0,0,0,0,0,0.05263157894736842,0.0,1,0
60,34,92,2.0,0,1,2,0,0,0,0,0,0,0,0.05714285714285714,0.0,2,0
55,30,145,6.0,0,3,2,0,0,1,0,0,0,1,0.1935483870967742,0.0,4,1
28,4,155,5.3,0,2,4,0,0,1,0,0,0,1,1.06,0.0,3,1
53,29,118,0.3,0,1,2,0,0,1,0,0,0,1,0.01,0.0,1,0
48,22,78,2.1,0,1,3,0,0,1,1,0,1,1,0.09130434782608696,0.0,2,0
57,32,63,0.7,0,1,4,0,0,1,0,0,0,1,0.02121212121212121,0.0,1,0
52,28,72,0.0,178,1,1,0,0,0,0,1,0,0,0.0,2.4383561643835616,1,0
46,21,13,0.7,0,3,2,0,0,1,0,0,0,1,0.031818181818181815,0.0,3,0
56,32,90,0.3,0,1,2,0,0,1,1,0,1,1,0.00909090909090909,0.0,1,0
37,13,71,1.7,0,2,2,0,0,1,1,0,1,1,0.12142857142857143,0.0,3,0
41,16,13,0.0,0,3,2,0,0,1,0,0,0,1,0.0,0.0,3,0
51,24,84,2.0,0,2,3,0,0,0,0,0,0,0,0.08,0.0,3,0
55,29,92,1.9,0,2,1,0,0,0,0,0,0,0,0.06333333333333332,0.0,3,0
48,24,12,0.4,0,1,3,0,0,0,0,0,0,0,0.016,0.0,1,0
41,17,143,2.7,209,3,2,0,0,1,0,1,0,1,0.15000000000000002,1.4513888888888888,4,1
52,22,22,0.4,0,3,4,0,0,1,1,0,1,1,0.017391304347826087,0.0,3,0
58,28,80,4.5,0,3,2,0,0,0,1,0,1,0,0.15517241379310345,0.0,4,0
42,18,31,0.3,0,3,1,0,0,0,1,0,1,0,0.015789473684210527,0.0,3,0
25,0,48,0.3,0,3,3,0,0,0,1,0,1,0,0.3,0.0,3,0
39,14,43,0.7,153,2,3,0,0,1,0,1,0,1,0.04666666666666666,3.477272727272727,2,0
46,20,15,0.6,0,3,4,1,0,1,0,0,1,1,0.02857142857142857,0.0,3,0
64,38,35,0.5,0,3,1,0,0,1,0,0,0,1,0.01282051282051282,0.0,3,0
34,9,133,3.8,0,1,1,0,0,1,0,0,0,1,0.38,0.0,2,0
37,11,123,2.3,0,2,1,1,1,1,0,0,2,1,0.19166666666666665,0.0,4,1
57,31,120,2.0,0,1,2,0,0,0,1,0,1,0,0.0625,0.0,2,0
60,35,24,1.5,0,2,1,0,0,0,0,0,0,0,0.041666666666666664,0.0,3,0
37,13,172,6.5,0,1,2,0,0,0,0,0,0,0,0.4642857142857143,0.0,2,0
48,22,152,0.0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,1,0
37,11,61,0.9,0,2,3,0,0,0,0,0,0,0,0.075,0.0,2,0
32,6,98,4.5,306,3,2,0,0,0,0,1,0,0,0.6428571428571429,3.090909090909091,4,0
31,5,99,1.8,268,2,4,0,0,0,0,1,0,0,0.3,2.68,3,0
